keyword,score,category
フロントの男性スタッフさんが日本語も話せてとっても親切で、安心できました。チェックイン後、部屋に向かう途中で?掃スタッフのアジュンマに?いましたが、すごく上品なアジュンマだったのできっとお部屋もきっちり?掃されてるんだろうなと安心感が湧きました。/Foreign,0.165924592,
コンセントについては、日本の電化製品も??可能な口のものが/Foreign,0.165924592,
つも??プラグを貸してくださいました。本?に良くして頂き助かりました。/Foreign,0.165924592,
つありましたが、フロントのスタッフさんが親切に/Foreign,0.165924592,
お部屋は靴を?いで入るタイプで（おそらくオンドル部屋？）リラックスできました。/Foreign,0.165924592,
큐브/Noun,0.165920045,
애매했지만/Adjective,0.165868153,
돌리는건/Verb,0.165851506,
닉네임/Noun,0.165840207,
적당한거/Adjective,0.165777155,
머물었어요/Verb,0.165777155,
박하려구요/Adjective,0.165758073,
頂樓風景?美/Foreign,0.165754019,
깨끗하고지내기에/Adjective,0.165735364,
김희선/Noun,0.165733701,
행복했답니다/Adjective,0.165725983,
박시/Verb,0.165696926,
해준야/Verb,0.165664645,
데려와줘서/Verb,0.165664645,
감사하다네요/Verb,0.165664645,
難点が　お風呂の設計ミスで蛇口の位置がおかしいです　お湯をためて　止めようとしたら　蛇口に手が?きません。つまり　浴槽に入らないと手が?かない。。。また蛇口の位置の取り付けミスもあり　水?が弱くなると　浴槽に入らず　周りに流れてしまうというお粗末なもの。。。これを設置した業者は　すごいな　と逆に?心。/Foreign,0.165651327,
荷物を預ける際に　夕方まで冷?のものも預かってくださり　?持ちよくこちらの要望にこたえてくださいます。お部屋は??として　?潔で　快適でした。/Foreign,0.165651327,
疲れて?ってからは　屋上のテラスで夜景を?みながら　缶ビ?ルを?みました。バ?がありましたが　注文せず?んでいても　まったくいやな顔をされず　むしろ　ごゆっくり　といわれました。/Foreign,0.165651327,
次回も南浦に泊まるときは、ここにしようと思いました。/Foreign,0.165651327,
日本式の?いバスル?ム/Foreign,0.165651327,
新しいホテルなので水回りがきれい、お部屋によってはブリッジビュ?。/Foreign,0.165651327,
?際市場　チャガルチ　富平市場に近く　夜?くても人通りが多いところなので安心です/Foreign,0.165651327,
反?側のシティビュ?の方がお?めです。大通りに面していますが、タクシ?も拾いやすいし/Foreign,0.165651327,
ホテル?駐車場もあるので便利です。/Foreign,0.165651327,
バスタブが大きく、ハンドシャワ?とレインシャワ?があって、トイレが別なので使いやすいです/Foreign,0.165651327,
ナンポドンでは最高のホテル/Foreign,0.165651327,
テラス付きのお部屋は、外に出るとタワ?は見えますが、繁華街でにぎやかなので/Foreign,0.165651327,
スタッフは日本語が堪能な上に　とても明るくフレンドリ?でした。/Foreign,0.165651327,
スタッフの方もフレンドリ?でテキパキされており感じが良かったです。/Foreign,0.165651327,
でも　お湯がたまれば　快適に入ることができるので　これくらいは　たいした問題ではなく　むしろ笑い話で終わる？　　とにかくここは　?点をあげたい/Foreign,0.165651327,
こちらの社員?育は　本?に?晴らし！！/Foreign,0.165651327,
빌릴수/Verb,0.165629855,
가볼게요/Verb,0.165613818,
가보기엔/Verb,0.165613818,
먹캉스/Noun,0.165581414,
따뜻해지기까지/Adjective,0.165571606,
눕는걸/Verb,0.165571606,
높은것이었습니다/Adjective,0.165571606,
걸리는것과/Verb,0.165571606,
좋았슴돠/Noun,0.165564918,
둔것/Verb,0.165534439,
갑이었어요/Verb,0.165522581,
보시길/Verb,0.165489372,
모르겠더라구요/Verb,0.165483638,
혼족/Noun,0.16547785,
켜야만/Verb,0.16547785,
줜나/Noun,0.16547785,
든하게/Verb,0.16547785,
너구리/Noun,0.16547785,
꺼져있으면/Verb,0.16547785,
있길/Adjective,0.165432221,
정확하게/Adjective,0.165378485,
기대하는/Adjective,0.16526412,
묶고/Verb,0.165244411,
벋/Verb,0.165229783,
?から近いし立地がめちゃくちゃ良いです！/Foreign,0.165195021,
回目の宿泊になりますが、/Foreign,0.165195021,
今回も快適に過ごすことができました。/Foreign,0.165195021,
またお世話になりたいと思います。/Foreign,0.165195021,
すごく良い！/Foreign,0.165195021,
お値段も良心的なのに、スタッフさんが皆さんすごく親切で優しいのと、綺麗なお部屋で/Foreign,0.165195021,
잠들어/Verb,0.165099771,
분거/Noun,0.165061784,
일어나기/Verb,0.165014857,
중단/Noun,0.164995518,
수퍼/Noun,0.164963654,
나누거나/Verb,0.164950033,
싶어용/Verb,0.164923575,
바를/Verb,0.164879123,
중지/Noun,0.164859487,
리뉴얼룸리뉴얼/Noun,0.164835479,
리뉴어룸/Noun,0.164835479,
샀음/Verb,0.164829981,
條街就到明洞樂天?街區，房間?新比想像中的大，推！！/Foreign,0.164805051,
條街就到明洞樂天/Foreign,0.164805051,
房間?新?大/Foreign,0.164805051,
市廳站出來走/Foreign,0.164805051,
생생한/Adjective,0.164786874,
서있어야/Verb,0.164769482,
들러도/Verb,0.164731684,
써놨던/Verb,0.164710993,
lct/Alpha,0.16469157,
보내시고/Verb,0.164655099,
服務人員態度?好，房間也每天?掃（倒??、補充毛巾，補充?泉水）/Foreign,0.164653657,
早餐，以這個住宿價格，算?不錯，除了簡單的麵包，也有生菜，沙拉，蛋，濃湯，??，牛?，等。/Foreign,0.164653657,
我們這次住三人房，房間比想像中的小一點，不過不會感到?壓迫，浴室也?大，房間燈光稍微暗一點。/Foreign,0.164653657,
分鐘，交通?便利。/Foreign,0.164653657,
住宿地點離地鐵?近，也有電梯，離西面慢慢散步過去大?/Foreign,0.164653657,
펼쳐지는/Verb,0.164637522,
넓었으면/Adjective,0.16462192,
기대했던게/Adjective,0.164620988,
안정감/Noun,0.164595468,
속상했음/Adjective,0.164588547,
빈실이/Verb,0.164580346,
드릴/Noun,0.164580099,
아노는/Verb,0.164558854,
반기면서/Verb,0.164558854,
굳힘/Verb,0.164558854,
ㄲㅏ/KoreanParticle,0.164558854,
고급스러우면서도/Adjective,0.16454866,
超高的飯店，鬧中取靜的位子。/Foreign,0.164540519,
??高但冷氣不會冷/Foreign,0.164540519,
고래고래/Noun,0.164526594,
잡았네요/Verb,0.164508408,
掃除のおばさんまで/Foreign,0.16448694,
室?のアメニティも備品もセンス良く、?いバスタブとシャワ?は別にありました。/Foreign,0.16448694,
ゼヒまた泊まりたいホテルでした（＠＾＾＠）/Foreign,0.16448694,
サ?ビスもよく、スタッフも全員/Foreign,0.16448694,
またいきたい！/Foreign,0.16448694,
とてもカンジがよかったです！/Foreign,0.16448694,
こちらのホテル、とっても素敵でした！/Foreign,0.16448694,
칭구들/Noun,0.164408138,
미만/Noun,0.164396568,
중요하지도/Adjective,0.164387523,
빼구/Verb,0.164341172,
믿고가요/Verb,0.164305311,
댔네요/Verb,0.164299003,
.;;;;;/Punctuation,0.164299003,
갈려고/Verb,0.164275579,
?近??潔??い/Foreign,0.164262351,
西面?/Foreign,0.164262351,
番出口が/Foreign,0.164262351,
最近、リニュ?アルしたようで名前が/Foreign,0.164262351,
があり近いです。/Foreign,0.164262351,
ev/Alpha,0.164262351,
먹을려/Verb,0.164229291,
좋아야/Adjective,0.164187709,
만족스럽습니다만/Adjective,0.164180745,
적합하네요/Adjective,0.164144854,
??/Foreign,0.164123911,
가느라/Verb,0.164102056,
讚讚讚/Foreign,0.164088649,
地理位置超方便在/Foreign,0.164088649,
分鐘內就到了！員工英文?好可以正常溝通。房間比一般韓國住宿大，/Foreign,0.164088649,
個人的行李箱都可以完全?開。/Foreign,0.164088649,
해소/Noun,0.164077504,
그다음/Noun,0.164056491,
오셨다네요/Verb,0.164034676,
折?床的形式，略有些失望。/Foreign,0.163981257,
??口步行?分?就能到，附近公交?也?方便。步行去西面十五分?左右距?，周??有/Foreign,0.163981257,
凡?谷站/Foreign,0.163981257,
。酒店提供早餐??不算多，但也?可以。有地暖，要求?鞋?屋。?床???是?人床/Foreign,0.163981257,
6/8/Number,0.163981257,
입실시에/Adjective,0.163957536,
ㅑ/KoreanParticle,0.163928299,
하셨었는데/Verb,0.163926619,
정비/Noun,0.163904605,
비워있어서/Verb,0.163855045,
기다린게/Verb,0.163855045,
ㅇㅣ/KoreanParticle,0.163854299,
韓幣，總之性價比非常高/Foreign,0.163852072,
?非常高/Foreign,0.163852072,
便宜，離地鐵又近，附近又有便利商店?賣場，員工素質不錯，會講英文，離機場也近，計程車費用約莫/Foreign,0.163852072,
쪄는/Verb,0.16378756,
느린게/Adjective,0.163720314,
매연/Noun,0.163681585,
못지않은/Adjective,0.163675372,
높네요/Adjective,0.16363624,
안타깝지만/Adjective,0.163602879,
?光の?点としてもとても便利です。?光や買い物で疲れたらすぐにホテルに?って、ロビ?のマッサ?ジチェアで休んで無料の美味しいコ?ヒ?も?日?んでました。とにかく便利！！/Foreign,0.163601937,
?場にもとても近く、食べるところや買い物にも困りません。/Foreign,0.163601937,
南浦洞とチャガルチのちょうど中間ぐらいに位置しているので、?際市場や/Foreign,0.163601937,
また釜山に行くことがあれば絶?このホテルに泊まります！/Foreign,0.163601937,
갈꺼예요/Verb,0.163598864,
설연휴/Noun,0.163414056,
아파하시네요/Adjective,0.163289619,
분평/Noun,0.163289619,
긁으셔서/Verb,0.163289619,
박하/Noun,0.163237179,
號出口直走，轉後街已有不同美食，向左行往樂天。機場巴士直達酒店門口下車，回程對面馬路往機場，方便快捷！下次必定會再入住！/Foreign,0.163204887,
新裝修，位置方便，下次必會再入住/Foreign,0.163204887,
商圈，。南浦洞站/Foreign,0.163204887,
位於南浦洞，/Foreign,0.163204887,
초여름/Noun,0.163194717,
월넛룸입니/Noun,0.163192213,
보가/Noun,0.163158084,
쾌적하며/Adjective,0.163155133,
분이내/Verb,0.163146566,
음날/Noun,0.163139849,
올래/Verb,0.163121636,
사게/Verb,0.163106543,
먹고시/Verb,0.163100718,
비눗방울/Noun,0.163048759,
만리/Noun,0.163021096,
느리거/Adjective,0.163021096,
모자랍니다/Verb,0.162980078,
非常便利及便宜，下次有機會還想繼續住?/Foreign,0.162909444,
號出口更近，只是沒有像七號出口一樣有手扶梯，所以沒有行李箱、輕便的遊客，可以走看看/Foreign,0.162909444,
號出口?，不到三分鐘就到了！！！住宿方面，環境挺不錯，地板也暖暖的，睡覺不?受風寒，只是因?室內室外溫差大，進門得先開?戶通風，這次三個人入住豪華海景房，雖然沒有全海景，部分被大樓?住，但是風景還是?美！！/Foreign,0.162909444,
分鐘的路程，但其實/Foreign,0.162909444,
住宿位置?方便，離光復時?街超近，交通方面也?便利，從七號出口出來大約/Foreign,0.162909444,
아쉬웠으며/Adjective,0.162877951,
가와는/Verb,0.162846272,
階ラウンジのイチゴショ?トケ?キはイマイチ。/Foreign,0.162836532,
?念でした。/Foreign,0.162836532,
エグゼクティブラウンジは良かったです。/Foreign,0.162836532,
に泊まっていますが、スタッフの方のおしゃべりが多かったです。/Foreign,0.162836532,
とくにドアマンの方?。/Foreign,0.162836532,
いくつかの/Foreign,0.162836532,
あの値段では?念。生地がパサパサのところがあったりで。/Foreign,0.162836532,
westinhotel/Alpha,0.162836532,
룸자체/Noun,0.162830189,
업데/Noun,0.162746105,
이김/Verb,0.162720326,
잡습니다/Verb,0.162699201,
굴거리/Noun,0.162686447,
ㅎㅐ/KoreanParticle,0.162684612,
닿았습니다/Verb,0.162683299,
부피/Noun,0.162657422,
가져가면/Verb,0.162629216,
?干?的，每天有人打?房?，就是??桶太小了。/Foreign,0.162628873,
房??大，同????大箱子???，?生?也??敞。/Foreign,0.162628873,
我一般出?都是喜?住?旅的，?次算是?算?了，就?了?酒店，感?性价比?高。以后如果再有机??釜山，差不多????里?/Foreign,0.162628873,
性价比?高，是?推??朋友的酒店/Foreign,0.162628873,
??出去三分?，?下有便利店。?釜山站走?去也就十分中不到?。/Foreign,0.162628873,
位置，草梁站/Foreign,0.162628873,
一?接待?有一?美女和一位小??的男生，?度?好。/Foreign,0.162628873,
말을하면/Verb,0.162608804,
먹을라면/Verb,0.162600258,
스텦/Noun,0.16257972,
편리하였고/Adjective,0.162565495,
아니나/Adjective,0.162540776,
패딩류/Noun,0.162536289,
들뜸이/Adjective,0.162536289,
걸기에/Verb,0.162536289,
거취/Noun,0.162536289,
못잤는데/Verb,0.162533371,
줄이면/Verb,0.162528704,
쾌적했/Adjective,0.162493723,
길었네요/Adjective,0.162454464,
낡기는/Adjective,0.162440486,
親切/Foreign,0.162439186,
最高でした。/Foreign,0.162439186,
交通勉便利最高/Foreign,0.162439186,
걸린다는/Verb,0.162433979,
分??肯定到了，?新?免?店也挺近，走着去?方便！?生?境也干?，房???料全免?，有?箱。工作人???情，要?忙的地方?想各??法?助?！英文可??交流！推?大家入住！/Foreign,0.162383938,
位置不?，?机??近，公交/Foreign,0.162383938,
외벽/Noun,0.162363624,
이촌/Noun,0.162267255,
쇼/Noun,0.162169517,
받으셔야/Verb,0.162142186,
담겨오는/Verb,0.162136649,
되는줄/Verb,0.162134652,
비로드/Noun,0.162133987,
서운했어요/Adjective,0.16213182,
계셨다가/Adjective,0.162100728,
바꿔주시더군요/Verb,0.162097745,
세자매/Noun,0.162056289,
평안/Noun,0.162054867,
실망하였으나/Adjective,0.162049296,
"!!!!!,/Punctuation",0.162049296,
싼마이/Noun,0.162015645,
하는것/Verb,0.162001611,
될꺼/Verb,0.161995658,
마침/Noun,0.161975693,
원안/Noun,0.161952064,
우는거/Verb,0.161952064,
시원찮은/Adjective,0.161952064,
미치겠는거/Adjective,0.161952064,
꽉차도/Verb,0.161952064,
가셈/Verb,0.161952064,
離凡內谷/Foreign,0.161941509,
號出口?近，走路去西面站大約/Foreign,0.161941509,
分鐘，??得推薦！/Foreign,0.161941509,
三人房間?大/Foreign,0.161941509,
기인/Noun,0.161905472,
우산/Noun,0.161837297,
막아놓고/Verb,0.161831902,
불편했답니다/Adjective,0.161817557,
